"couple"	"ppnr"	"beepnr"	"DayESM"	"happy"	"relaxed"	"enact_respons"	"together_0"	"together_1"
16	16	13	7	30	75	100	NA	1
16	16	14	7	53	32	100	1	NA
16	16	15	7	54	47	100	1	NA
16	16	16	7	NA	NA	NA	NA	NA
16	16	17	7	NA	NA	NA	NA	NA
16	16	18	7	NA	NA	NA	NA	NA
16	16	19	8	34	34	100	1	NA
16	16	20	8	78	51	100	1	NA
16	16	21	8	48	49	100	1	NA
16	16	22	8	30	24	100	1	NA
16	16	23	8	53	48	100	1	NA
16	16	24	8	55	76	100	1	NA
16	16	25	9	62	38	100	1	NA
16	16	26	9	51	30	100	1	NA
16	16	27	9	NA	NA	NA	NA	NA
16	16	28	9	NA	NA	NA	NA	NA
16	16	29	9	NA	NA	NA	NA	NA
16	16	30	9	NA	NA	NA	NA	NA
16	16	31	9	NA	NA	NA	NA	NA
16	16	32	9	32	22	100	1	NA
16	16	33	9	NA	NA	NA	NA	NA
16	16	34	9	9	9	100	1	NA
16	16	35	9	29	58	100	1	NA
16	16	36	9	29	48	100	1	NA
16	16	37	9	33	32	100	1	NA
16	16	38	9	47	38	100	1	NA
16	16	39	10	31	32	100	1	NA
16	16	40	10	56	32	100	1	NA
16	16	41	10	NA	NA	NA	NA	NA
16	16	42	10	NA	NA	NA	NA	NA
16	16	43	10	NA	NA	NA	NA	NA
16	16	44	10	NA	NA	NA	NA	NA
16	16	45	10	NA	NA	NA	NA	NA
16	16	46	10	25	18	100	1	NA
16	16	47	10	51	53	100	1	NA
16	16	48	10	26	46	100	1	NA
16	16	49	10	12	24	100	1	NA
16	16	50	10	45	34	100	1	NA
16	16	51	10	70	73	100	NA	1
16	16	52	10	100	76	100	NA	1
16	16	53	11	48	57	100	1	NA
16	16	54	11	25	26	100	1	NA
16	16	55	11	14	62	100	1	NA
16	16	56	11	20	35	100	1	NA
16	16	57	11	22	28	100	1	NA
16	16	58	11	22	31	100	1	1
17	17	1	5	66	51	59	NA	1
17	17	2	6	39	53	65	1	NA
17	17	3	6	53	57	66	NA	1
17	17	4	6	10	25	50	NA	1
17	17	5	6	47	52	58	1	NA
17	17	6	6	45	46	49	NA	1
17	17	7	6	60	66	62	NA	1
17	17	8	7	50	66	54	1	NA
17	17	9	7	48	29	47	1	NA
17	17	10	7	58	58	55	1	NA
17	17	11	7	NA	NA	NA	NA	NA
17	17	12	7	50	43	74	1	NA
17	17	13	7	51	30	65	1	NA
17	17	14	8	12	28	64	1	NA
17	17	15	8	65	63	77	NA	1
17	17	16	8	70	76	72	NA	1
17	17	17	8	75	71	72	NA	1
17	17	18	8	16	27	30	1	NA
17	17	19	8	27	26	42	1	NA
17	17	20	9	42	63	73	1	NA
17	17	21	9	36	60	60	1	NA
17	17	22	9	74	71	48	1	NA
17	17	23	9	61	64	51	1	NA
17	17	24	9	38	34	57	1	NA
17	17	25	9	67	71	65	1	NA
17	17	26	9	18	24	58	1	NA
17	17	27	9	76	76	67	1	NA
17	17	28	9	63	60	63	1	NA
17	17	29	9	55	70	52	1	NA
17	17	30	9	36	59	50	1	NA
17	17	31	9	67	68	53	1	NA
17	17	32	9	65	69	56	1	NA
17	17	33	9	83	84	62	1	NA
17	17	34	10	72	72	63	1	NA
17	17	35	10	51	55	67	1	NA
17	17	36	10	75	66	52	1	NA
17	17	37	10	75	76	70	1	NA
17	17	38	10	77	71	71	1	NA
17	17	39	10	36	63	62	1	NA
17	17	40	10	37	44	46	1	NA
17	17	41	10	42	67	45	1	NA
17	17	42	10	74	54	61	1	NA
17	17	43	10	32	27	66	1	NA
17	17	44	10	65	50	65	1	NA
17	17	45	10	73	76	28	1	NA
17	17	46	10	83	67	29	1	NA
17	17	47	10	NA	NA	NA	NA	NA
17	17	48	11	63	77	68	1	NA
17	17	49	11	80	72	76	NA	1
17	17	50	11	86	88	87	NA	1
17	17	51	11	77	76	73	1	NA
17	17	52	11	75	84	80	1	NA
17	17	53	11	77	87	70	1	NA
17	17	54	12	9	7	15	1	NA
17	17	55	12	18	16	23	1	NA
17	17	56	12	NA	NA	NA	NA	NA
17	17	57	12	NA	NA	NA	NA	NA
17	17	58	12	NA	NA	NA	NA	NA
17	17	59	12	NA	NA	NA	NA	NA
18	18	1	7	71	74	74	NA	1
18	18	2	7	86	86	71	NA	1
18	18	3	7	85	86	57	NA	1
18	18	4	7	57	48	60	NA	1
18	18	5	7	73	48	65	NA	1
18	18	6	8	64	67	64	1	NA
18	18	7	8	67	65	68	1	NA
18	18	8	8	60	68	60	1	NA
18	18	9	8	61	74	65	1	NA
18	18	10	8	57	74	71	1	NA
18	18	11	8	58	73	67	1	NA
18	18	12	9	65	55	64	1	NA
18	18	13	9	53	54	54	1	NA
18	18	14	9	55	60	56	1	NA
18	18	15	9	55	48	57	1	NA
18	18	16	9	50	32	45	1	NA
18	18	17	9	51	49	54	1	NA
18	18	18	9	57	44	43	1	NA
18	18	19	9	54	59	48	1	NA
18	18	20	9	75	80	64	1	NA
18	18	21	9	58	63	55	1	NA
18	18	22	9	NA	NA	NA	NA	NA
18	18	23	9	NA	NA	NA	NA	NA
18	18	24	9	69	55	62	1	NA
18	18	25	9	54	50	45	1	NA
18	18	26	10	44	52	56	1	NA
18	18	27	10	23	22	52	1	NA
18	18	28	10	60	46	46	1	NA
18	18	29	10	90	11	72	NA	1
18	18	30	10	89	88	44	NA	1
18	18	31	10	78	56	65	NA	1
18	18	32	10	88	13	47	1	NA
18	18	33	10	52	82	47	1	NA
18	18	34	10	51	52	48	1	NA
18	18	35	10	100	71	56	NA	1
18	18	36	10	60	72	60	1	NA
18	18	37	10	61	57	64	1	NA
18	18	38	10	74	90	64	NA	1
18	18	39	10	45	45	74	NA	1
18	18	40	11	NA	NA	NA	NA	NA
18	18	41	11	72	78	53	1	NA
18	18	42	11	50	81	76	1	NA
18	18	43	11	NA	NA	NA	NA	NA
18	18	44	11	43	41	58	1	NA
18	18	45	11	99	28	65	NA	1
18	18	46	12	59	39	61	1	NA
18	18	47	12	58	87	45	1	NA
18	18	48	12	56	61	45	1	NA
18	18	49	12	85	17	55	1	NA
18	18	50	12	NA	NA	NA	NA	NA
18	18	51	12	54	53	54	1	NA
18	18	52	13	72	10	87	1	NA
18	18	53	13	83	63	34	1	NA
18	18	54	13	53	32	16	1	NA
18	18	55	13	33	32	32	1	NA
18	18	56	13	54	57	53	1	NA
18	18	57	13	79	64	48	NA	1
20	20	1	9	87	83	89	NA	1
20	20	2	9	78	82	79	NA	1
20	20	3	9	79	78	83	NA	1
20	20	4	9	86	89	83	NA	1
20	20	5	9	86	85	78	NA	1
20	20	6	9	84	86	86	NA	1
20	20	7	9	85	84	83	NA	1
20	20	8	9	75	86	52	NA	1
20	20	9	9	87	83	79	NA	1
20	20	10	9	83	86	64	NA	1
20	20	11	9	79	81	22	NA	1
20	20	12	9	84	87	12	NA	1
20	20	13	9	79	86	78	NA	1
20	20	14	10	79	89	86	NA	1
20	20	15	10	87	83	86	NA	1
20	20	16	10	NA	NA	NA	NA	NA
20	20	17	10	86	84	86	NA	1
20	20	18	10	88	87	82	NA	1
20	20	19	10	85	91	83	NA	1
20	20	20	10	85	82	88	NA	1
20	20	21	10	93	89	85	NA	1
20	20	22	10	88	85	83	NA	1
20	20	23	10	85	89	76	NA	1
20	20	24	10	80	92	84	NA	1
20	20	25	10	18	82	52	NA	1
20	20	26	10	75	71	50	NA	1
20	20	27	10	84	87	86	NA	1
20	20	28	11	80	83	53	NA	1
20	20	29	11	79	84	61	NA	1
20	20	30	11	84	68	50	NA	1
20	20	31	11	80	83	62	NA	1
20	20	32	11	90	92	63	NA	1
20	20	33	11	82	96	54	NA	1
20	20	34	12	85	84	90	NA	1
20	20	35	12	85	84	85	NA	1
20	20	36	12	70	82	53	NA	1
20	20	37	12	75	83	14	NA	1
20	20	38	12	79	77	56	NA	1
20	20	39	12	85	87	80	NA	1
20	20	40	13	75	85	57	NA	1
20	20	41	13	87	86	54	NA	1
20	20	42	13	85	85	55	NA	1
20	20	43	13	84	90	11	NA	1
20	20	44	13	92	93	61	NA	1
20	20	45	13	89	87	8	NA	1
20	20	46	14	92	89	9	NA	1
20	20	47	14	90	88	59	NA	1
20	20	48	14	90	90	66	NA	1
20	20	49	14	91	90	10	NA	1
20	20	50	14	88	94	69	NA	1
20	20	51	14	90	92	56	NA	1
20	20	52	15	88	90	54	NA	1
20	20	53	15	95	91	65	NA	1
20	20	54	15	89	86	87	NA	1
20	20	55	15	88	88	86	NA	1
20	20	56	15	91	87	88	NA	1
20	20	57	15	90	90	89	NA	1
20	20	58	16	87	89	62	NA	1
20	20	59	16	92	92	52	NA	1
20	20	60	16	89	91	8	NA	1
20	20	61	16	92	91	97	NA	1
20	20	62	16	92	93	55	NA	1
20	20	63	16	91	88	89	NA	1
20	20	64	16	92	95	58	NA	1
20	20	65	16	88	88	9	NA	1
20	20	66	16	93	90	64	NA	1
20	20	67	16	99	91	54	NA	1
20	20	68	16	88	93	61	NA	1
20	20	69	16	90	98	77	NA	1
20	20	70	16	91	100	8	NA	1
20	20	71	16	89	93	4	NA	1
21	21	1	9	100	86	100	NA	1
21	21	2	9	81	84	100	NA	1
21	21	3	9	80	83	86	NA	1
21	21	4	9	NA	NA	NA	NA	NA
21	21	5	9	84	78	73	NA	1
21	21	6	9	93	88	96	NA	1
21	21	7	9	68	79	100	NA	1
21	21	8	9	73	91	100	NA	1
21	21	9	9	NA	NA	NA	NA	NA
21	21	10	9	80	86	100	NA	1
21	21	11	9	91	89	100	NA	1
21	21	12	10	44	62	100	NA	1
21	21	13	10	32	53	100	NA	1
21	21	14	10	NA	NA	NA	NA	NA
21	21	15	10	40	61	100	NA	1
21	21	16	10	33	68	100	NA	1
21	21	17	10	72	77	100	NA	1
21	21	18	10	45	51	100	NA	1
21	21	19	10	79	72	100	NA	1
21	21	20	10	50	58	100	NA	1
21	21	21	10	55	45	62	NA	1
21	21	22	10	50	47	76	NA	1
21	21	23	10	49	52	100	NA	1
21	21	24	10	40	54	100	NA	1
21	21	25	10	54	81	100	NA	1
21	21	26	11	34	44	100	NA	1
21	21	27	11	48	60	100	NA	1
21	21	28	11	59	50	100	NA	1
21	21	29	11	45	27	100	NA	1
21	21	30	11	NA	NA	NA	NA	NA
21	21	31	11	57	51	70	1	NA
21	21	32	12	48	40	100	NA	1
21	21	33	12	40	38	83	NA	1
21	21	34	12	49	50	100	NA	1
21	21	35	12	NA	NA	NA	NA	NA
21	21	36	12	49	71	100	NA	1
21	21	37	12	48	79	99	NA	1
21	21	38	13	47	49	97	NA	1
21	21	39	13	50	79	100	NA	1
21	21	40	13	46	66	100	NA	1
21	21	41	13	35	40	100	NA	1
21	21	42	13	34	65	100	NA	1
21	21	43	13	32	69	100	NA	1
21	21	44	14	NA	NA	NA	NA	NA
21	21	45	14	56	52	100	NA	1
21	21	46	14	NA	NA	NA	NA	NA
21	21	47	14	NA	NA	NA	NA	NA
21	21	48	14	NA	NA	NA	NA	NA
21	21	49	14	71	75	100	NA	1
21	21	50	15	NA	NA	NA	NA	NA
21	21	51	15	NA	NA	NA	NA	NA
21	21	52	15	NA	NA	NA	NA	NA
21	21	53	15	NA	NA	NA	NA	NA
21	21	54	15	36	74	100	NA	1
21	21	55	15	50	71	100	NA	1
21	21	56	16	48	73	100	NA	1
21	21	57	16	52	76	100	NA	1
21	21	58	16	62	72	100	NA	1
21	21	59	16	64	55	97	NA	1
21	21	60	16	55	49	100	NA	1
21	21	61	16	47	51	100	NA	1
21	21	62	16	58	78	100	NA	1
21	21	63	16	53	75	100	NA	1
21	21	64	16	43	59	100	NA	1
21	21	65	16	44	50	100	NA	1
21	21	66	16	76	73	100	NA	1
21	21	67	16	48	76	100	NA	1
21	21	68	16	87	70	99	NA	1
21	21	69	16	52	71	99	NA	1
22	22	1	9	64	60	49	NA	1
22	22	2	9	77	64	63	NA	1
22	22	3	9	56	61	54	1	NA
22	22	4	9	48	56	68	1	NA
22	22	5	9	71	56	51	1	NA
22	22	6	9	NA	NA	NA	NA	NA
22	22	7	9	47	38	63	1	NA
22	22	8	9	58	57	61	1	NA
22	22	9	9	34	49	59	1	NA
22	22	10	10	34	50	65	1	NA
22	22	11	10	30	63	79	1	NA
22	22	12	10	50	73	66	1	NA
22	22	13	10	66	64	73	1	NA
22	22	14	10	39	38	87	1	NA
22	22	15	10	38	46	72	1	NA
22	22	16	10	42	51	76	1	NA
22	22	17	10	38	69	79	1	NA
22	22	18	10	68	61	76	1	NA
22	22	19	10	66	70	83	1	NA
22	22	20	10	71	72	80	1	NA
22	22	21	10	48	81	79	1	NA
22	22	22	10	16	70	80	1	NA
22	22	23	10	50	77	78	1	NA
22	22	24	11	45	67	75	NA	1
22	22	25	11	40	39	78	NA	1
22	22	26	11	44	45	75	NA	1
22	22	27	11	51	56	78	NA	1
22	22	28	11	54	70	79	NA	1
22	22	29	11	42	64	75	NA	1
22	22	30	12	44	51	76	NA	1
22	22	31	12	39	53	77	NA	1
22	22	32	12	56	75	77	NA	1
22	22	33	12	54	68	81	NA	1
22	22	34	12	62	75	78	NA	1
22	22	35	12	50	56	82	NA	1
22	22	36	13	35	30	77	NA	1
22	22	37	13	37	52	80	NA	1
22	22	38	13	48	71	78	NA	1
22	22	39	13	46	69	75	NA	1
22	22	40	13	52	68	83	NA	1
22	22	41	13	NA	NA	NA	NA	NA
22	22	42	14	37	36	78	1	NA
22	22	43	14	42	46	77	1	NA
22	22	44	14	31	55	76	1	NA
22	22	45	14	42	63	79	NA	1
22	22	46	14	27	59	75	NA	1
22	22	47	14	26	50	76	NA	1
22	22	48	15	30	57	78	1	NA
22	22	49	15	35	63	81	1	NA
22	22	50	15	0	52	76	NA	1
22	22	51	15	33	35	77	NA	1
22	22	52	15	67	74	83	NA	1
22	22	53	15	52	78	80	NA	1
22	22	54	16	70	78	77	NA	1
22	22	55	16	78	76	84	NA	1
22	22	56	16	58	70	77	NA	1
22	22	57	16	27	26	81	NA	1
22	22	58	16	58	80	79	NA	1
22	22	59	16	47	74	76	NA	1
22	22	60	16	39	61	75	NA	1
22	22	61	16	67	80	83	NA	1
22	22	62	16	50	74	77	NA	1
22	22	63	16	64	72	80	NA	1
22	22	64	16	30	79	79	NA	1
22	22	65	16	35	70	78	NA	1
22	22	66	16	40	72	78	NA	1
22	22	67	16	33	58	73	NA	1
23	23	1	9	70	76	72	NA	1
23	23	2	9	100	86	86	NA	1
23	23	3	9	9	69	74	NA	1
23	23	4	9	84	100	100	NA	1
23	23	5	9	75	88	98	NA	1
23	23	6	9	21	64	76	NA	1
23	23	7	9	51	53	50	NA	1
23	23	8	10	NA	NA	NA	NA	NA
23	23	9	10	67	69	39	NA	1
23	23	10	10	51	36	40	1	NA
23	23	11	10	10	31	28	1	NA
23	23	12	10	34	46	59	1	NA
23	23	13	10	83	83	58	1	NA
23	23	14	10	74	85	68	1	NA
23	23	15	10	54	60	66	1	NA
23	23	16	10	19	12	29	NA	1
23	23	17	10	78	76	78	1	NA
23	23	18	10	22	26	78	NA	1
23	23	19	10	69	74	78	NA	1
23	23	20	10	83	90	75	NA	1
23	23	21	10	66	86	77	NA	1
23	23	22	11	35	32	63	1	NA
23	23	23	11	46	47	60	1	NA
23	23	24	11	47	42	67	1	NA
23	23	25	11	46	36	61	1	NA
23	23	26	11	68	71	84	1	NA
23	23	27	11	47	24	81	1	NA
23	23	28	12	52	43	73	1	NA
23	23	29	12	46	60	54	1	NA
23	23	30	12	79	74	75	1	NA
23	23	31	12	64	89	69	1	NA
23	23	32	12	61	40	59	1	NA
23	23	33	12	56	31	52	1	NA
23	23	34	13	49	34	78	1	NA
23	23	35	13	61	53	54	1	NA
23	23	36	13	56	43	52	1	NA
23	23	37	13	63	61	53	1	NA
23	23	38	13	47	49	63	1	NA
23	23	39	13	73	72	54	1	NA
23	23	40	14	60	8	87	1	NA
23	23	41	14	58	39	73	1	NA
23	23	42	14	68	72	90	1	NA
23	23	43	14	68	69	86	1	NA
23	23	44	14	16	15	33	1	NA
23	23	45	14	36	61	43	1	NA
23	23	46	15	73	74	82	1	NA
23	23	47	15	70	65	70	1	NA
23	23	48	15	61	63	76	1	NA
23	23	49	15	70	71	62	1	NA
23	23	50	15	75	60	85	1	NA
23	23	51	15	80	88	85	1	NA
23	23	52	16	85	89	87	NA	1
23	23	53	16	70	81	75	NA	1
23	23	54	16	74	9	75	NA	1
23	23	55	16	67	79	85	NA	1
23	23	56	16	79	76	79	NA	1
23	23	57	16	75	70	81	NA	1
23	23	58	16	83	76	78	NA	1
23	23	59	16	80	6	74	NA	1
23	23	60	16	82	84	86	NA	1
23	23	61	16	79	76	85	NA	1
23	23	62	16	82	86	83	NA	1
23	23	63	16	80	77	87	NA	1
23	23	64	16	84	5	79	NA	1
23	23	65	16	87	78	85	NA	1
24	24	1	13	81	55	54	NA	1
24	24	2	13	61	65	62	NA	1
24	24	3	13	73	76	20	NA	1
24	24	4	13	77	80	55	NA	1
24	24	5	13	75	74	63	NA	1
24	24	6	13	72	82	80	NA	1
24	24	7	14	51	42	77	1	NA
24	24	8	14	46	35	75	1	NA
24	24	9	14	44	33	69	1	NA
24	24	10	14	72	66	76	1	NA
24	24	11	14	15	18	78	NA	1
24	24	12	14	29	54	77	NA	1
24	24	13	15	64	40	68	1	NA
24	24	14	15	69	49	74	1	NA
24	24	15	15	20	22	58	1	NA
24	24	16	15	30	28	78	1	NA
24	24	17	15	21	32	72	NA	1
24	24	18	15	66	64	72	NA	1
24	24	19	16	71	44	72	1	NA
24	24	20	16	75	33	68	1	NA
24	24	21	16	64	43	69	1	NA
24	24	22	16	62	58	75	1	NA
24	24	23	16	32	14	75	1	NA
24	24	24	16	63	51	66	1	NA
24	24	25	16	72	56	73	1	NA
24	24	26	16	23	26	75	1	NA
24	24	27	16	78	82	78	NA	1
24	24	28	16	80	68	89	1	NA
24	24	29	16	62	39	79	NA	1
24	24	30	16	72	54	82	NA	1
24	24	31	16	74	66	89	NA	1
24	24	32	16	92	91	89	NA	1
24	24	33	17	75	64	87	NA	1
24	24	34	17	72	74	76	1	NA
24	24	35	17	63	50	83	NA	1
24	24	36	17	NA	NA	NA	NA	NA
24	24	37	17	60	46	80	NA	1
24	24	38	17	NA	NA	NA	NA	NA
24	24	39	17	37	20	72	1	NA
24	24	40	17	64	70	80	1	NA
24	24	41	17	NA	NA	NA	NA	NA
24	24	42	17	67	32	81	NA	1
24	24	43	17	66	41	76	NA	1
24	24	44	17	3	6	8	NA	1
24	24	45	17	6	15	11	NA	1
24	24	46	17	17	20	11	1	NA
24	24	47	18	31	18	77	NA	1
24	24	48	18	70	63	84	1	NA
24	24	49	18	NA	NA	NA	NA	NA
24	24	50	18	76	68	84	NA	1
24	24	51	18	67	57	77	NA	1
24	24	52	18	72	73	81	NA	1
24	24	53	19	81	75	90	NA	1
24	24	54	19	84	69	86	1	NA
24	24	55	19	77	24	82	1	NA
24	24	56	19	58	23	71	1	NA
24	24	57	19	67	67	90	1	NA
24	24	58	19	74	59	94	1	NA
24	24	59	20	61	60	74	NA	1
24	24	60	20	92	78	89	NA	1
24	24	61	20	87	74	92	NA	1
24	24	62	20	37	23	86	NA	1
24	24	63	20	38	31	75	NA	1
24	24	64	20	80	71	78	NA	1
25	25	1	13	50	66	68	NA	1
25	25	2	13	52	68	40	NA	1
25	25	3	13	59	46	42	NA	1
25	25	4	13	63	55	37	NA	1
25	25	5	14	50	59	41	1	NA
25	25	6	14	54	50	35	NA	1
25	25	7	14	70	62	13	NA	1
25	25	8	14	70	77	45	1	NA
25	25	9	14	75	67	40	NA	1
25	25	10	14	73	47	34	NA	1
25	25	11	15	72	65	39	NA	1
25	25	12	15	79	51	28	NA	1
25	25	13	15	54	65	64	1	NA
25	25	14	15	55	61	50	1	NA
25	25	15	15	58	64	46	1	NA
25	25	16	15	58	60	41	1	NA
25	25	17	16	43	49	62	1	NA
25	25	18	16	37	52	38	1	NA
25	25	19	16	38	25	58	1	NA
25	25	20	16	NA	NA	NA	NA	NA
25	25	21	16	NA	NA	NA	NA	NA
25	25	22	16	NA	NA	NA	NA	NA
25	25	23	16	48	15	20	1	NA
25	25	24	16	NA	NA	NA	NA	NA
25	25	25	16	NA	NA	NA	NA	NA
25	25	26	16	NA	NA	NA	NA	NA
25	25	27	16	61	70	44	1	NA
25	25	28	16	NA	NA	NA	NA	NA
25	25	29	16	69	64	53	1	NA
25	25	30	16	49	66	36	NA	1
25	25	31	17	64	72	49	NA	1
25	25	32	17	47	63	45	NA	1
25	25	33	17	52	57	43	NA	1
25	25	34	17	50	55	28	NA	1
25	25	35	17	54	47	35	NA	1
25	25	36	17	51	60	43	NA	1
25	25	37	17	55	42	69	1	NA
25	25	38	17	33	58	52	1	NA
25	25	39	17	33	62	43	1	NA
25	25	40	17	48	58	46	1	NA
25	25	41	17	61	62	69	1	NA
25	25	42	17	45	55	28	1	NA
25	25	43	17	56	62	61	NA	1
25	25	44	17	48	59	42	NA	1
25	25	45	18	57	28	50	1	NA
25	25	46	18	40	42	46	NA	1
25	25	47	18	39	45	55	NA	1
25	25	48	18	60	47	61	NA	1
25	25	49	18	22	56	42	NA	1
25	25	50	18	31	49	41	1	NA
25	25	51	19	70	73	48	NA	1
25	25	52	19	46	61	43	NA	1
25	25	53	19	NA	NA	NA	NA	NA
25	25	54	19	47	68	47	NA	1
25	25	55	19	40	37	47	NA	1
25	25	56	19	37	54	45	1	NA
25	25	57	20	43	42	53	1	NA
25	25	58	20	49	43	40	1	NA
25	25	59	20	48	56	47	1	NA
25	25	60	20	57	58	46	1	NA
25	25	61	20	45	55	53	1	NA
25	25	62	20	66	66	46	NA	1
26	26	1	13	93	94	89	NA	1
26	26	2	13	86	94	88	NA	1
26	26	3	13	72	89	90	NA	1
26	26	4	14	79	82	87	1	NA
26	26	5	14	43	27	93	1	NA
26	26	6	14	48	48	94	1	NA
26	26	7	14	61	71	94	1	NA
26	26	8	14	36	45	90	1	NA
26	26	9	14	43	40	85	1	NA
26	26	10	15	50	51	87	1	NA
26	26	11	15	60	61	97	1	NA
26	26	12	15	56	51	91	1	NA
26	26	13	15	64	64	100	1	NA
26	26	14	15	63	66	100	1	NA
26	26	15	15	67	87	100	1	NA
26	26	16	16	46	28	100	1	NA
26	26	17	16	76	53	98	1	NA
26	26	18	16	47	50	100	1	NA
26	26	19	16	33	42	100	1	NA
26	26	20	16	66	63	100	1	NA
26	26	21	16	76	67	100	1	NA
26	26	22	16	46	40	100	1	NA
26	26	23	16	77	64	100	1	NA
26	26	24	16	52	63	100	1	NA
26	26	25	16	81	65	100	1	NA
26	26	26	16	78	70	100	1	NA
26	26	27	16	74	64	100	1	NA
26	26	28	16	74	71	100	1	NA
26	26	29	16	65	68	100	1	NA
26	26	30	19	48	51	100	1	NA
26	26	31	19	62	59	100	1	NA
26	26	32	19	53	50	100	1	NA
26	26	33	19	58	53	100	1	NA
26	26	34	19	64	59	100	NA	1
26	26	35	19	50	50	100	1	NA
26	26	36	20	66	69	98	1	NA
26	26	37	20	57	51	100	NA	1
26	26	38	20	52	51	100	NA	1
26	26	39	20	56	55	100	NA	1
26	26	40	20	62	77	100	NA	1
26	26	41	20	56	72	100	NA	1
26	26	42	21	55	63	100	1	NA
26	26	43	21	86	72	100	1	NA
26	26	44	21	71	65	100	1	NA
26	26	45	21	76	61	100	1	NA
26	26	46	21	72	78	100	1	NA
26	26	47	21	66	62	100	1	NA
27	27	1	15	82	85	77	NA	1
27	27	2	15	100	100	77	NA	1
27	27	3	15	100	100	100	NA	1
27	27	4	15	100	100	98	NA	1
27	27	5	16	77	62	100	NA	1
27	27	6	16	71	69	100	NA	1
27	27	7	16	53	58	86	NA	1
27	27	8	16	68	74	78	NA	1
27	27	9	16	48	31	70	NA	1
27	27	10	16	NA	NA	NA	NA	NA
27	27	11	16	NA	NA	NA	NA	NA
27	27	12	16	NA	NA	NA	NA	NA
27	27	13	16	100	100	100	NA	1
27	27	14	16	100	100	100	NA	1
27	27	15	16	79	81	100	NA	1
27	27	16	16	100	100	100	NA	1
27	27	17	16	95	100	98	NA	1
27	27	18	16	32	52	86	1	NA
27	27	19	17	57	62	77	1	NA
27	27	20	17	54	52	73	1	NA
27	27	21	17	75	68	69	1	NA
27	27	22	17	NA	NA	NA	NA	NA
27	27	23	17	NA	NA	NA	NA	NA
27	27	24	17	NA	NA	NA	NA	NA
27	27	25	17	NA	NA	NA	NA	NA
27	27	26	17	NA	NA	NA	NA	NA
27	27	27	17	NA	NA	NA	NA	NA
27	27	28	17	NA	NA	NA	NA	NA
27	27	29	17	NA	NA	NA	NA	NA
27	27	30	17	99	100	90	NA	1
27	27	31	17	100	100	86	NA	1
27	27	32	17	98	96	88	NA	1
27	27	33	18	97	98	94	1	NA
27	27	34	18	100	100	92	1	NA
27	27	35	18	100	100	92	1	NA
27	27	36	18	100	98	94	1	NA
27	27	37	18	100	100	97	1	NA
27	27	38	18	100	100	92	1	NA
27	27	39	19	100	96	100	1	NA
27	27	40	19	100	100	100	1	NA
27	27	41	19	100	100	100	1	NA
27	27	42	19	100	100	95	1	NA
27	27	43	19	100	100	100	1	NA
27	27	44	19	100	100	89	1	NA
27	27	45	20	41	40	31	NA	1
27	27	46	20	35	10	58	NA	1
27	27	47	20	13	17	62	NA	1
27	27	48	20	65	69	100	1	NA
27	27	49	20	100	100	100	NA	1
27	27	50	20	100	100	81	NA	1
27	27	51	21	NA	NA	NA	NA	NA
27	27	52	21	55	58	81	NA	1
27	27	53	21	100	100	100	NA	1
27	27	54	21	91	86	94	NA	1
27	27	55	21	64	97	73	NA	1
27	27	56	21	100	95	63	NA	1
27	27	57	22	100	100	100	NA	1
27	27	58	22	NA	NA	NA	NA	NA
27	27	59	22	NA	NA	NA	NA	NA
27	27	60	22	NA	NA	NA	NA	NA
27	27	61	22	NA	NA	NA	NA	NA
27	27	62	22	NA	NA	NA	NA	NA
28	28	1	15	NA	NA	NA	NA	NA
28	28	2	15	74	77	93	NA	1
28	28	3	16	80	90	95	NA	1
28	28	4	16	85	84	96	NA	1
28	28	5	16	9	56	62	NA	1
28	28	6	16	3	12	73	NA	1
28	28	7	16	11	51	60	NA	1
28	28	8	16	6	82	58	NA	1
28	28	9	16	9	31	72	NA	1
28	28	10	16	44	63	67	1	NA
28	28	11	16	36	32	66	1	NA
28	28	12	16	78	68	75	1	NA
28	28	13	16	75	75	73	1	NA
28	28	14	16	85	73	82	1	NA
28	28	15	16	75	77	86	1	NA
28	28	16	16	86	66	83	1	NA
28	28	17	17	61	88	89	1	NA
28	28	18	17	72	45	86	1	NA
28	28	19	17	NA	NA	NA	NA	NA
28	28	20	17	89	88	90	1	NA
28	28	21	17	88	79	88	1	NA
28	28	22	17	81	72	92	1	NA
28	28	23	17	86	83	80	1	NA
28	28	24	17	84	91	88	1	NA
28	28	25	17	76	31	88	1	NA
28	28	26	17	55	56	86	1	NA
28	28	27	17	83	78	91	1	NA
28	28	28	17	78	67	92	1	NA
28	28	29	17	60	84	89	1	NA
28	28	30	17	64	72	88	NA	1
28	28	31	18	39	24	90	1	NA
28	28	32	18	NA	NA	NA	NA	NA
28	28	33	18	NA	NA	NA	NA	NA
28	28	34	18	75	92	90	NA	1
28	28	35	18	73	84	96	NA	1
28	28	36	18	74	80	93	NA	1
28	28	37	19	76	54	92	NA	1
28	28	38	19	89	70	92	NA	1
28	28	39	19	83	69	92	NA	1
28	28	40	19	78	95	99	NA	1
28	28	41	19	92	86	100	NA	1
28	28	42	19	81	45	90	NA	1
28	28	43	20	80	90	89	NA	1
28	28	44	20	90	97	98	NA	1
28	28	45	20	93	97	94	NA	1
28	28	46	20	92	98	74	1	NA
28	28	47	20	84	63	87	NA	1
28	28	48	20	90	19	91	NA	1
28	28	49	21	75	12	90	1	NA
